model,framing,thinking_mode,effort,pair,version,riddle_id,repetition,riddle_text,model_answer,thinking_used,input_tokens,output_tokens,error,accuracy_strict,strategy_strict,strategy_correctness_strict,rationale_strict,accuracy_permissive,matched_answer_idx,strategy_permissive,strategy_correctness_permissive,rationale_permissive
claude-opus-4-6,baseline,off,,26,B,26B,1,"I have branches, fruit, a trunk, and leaves. What am I?","**A tree.**

A tree is the one thing that naturally possesses all four of these features—branches, fruit, a trunk, and leaves.",0,47,34,,1,literal,1,The model straightforwardly identifies a tree based on the literal physical features described.,1,0,literal,1,The model straightforwardly identifies a tree based on the listed physical features without any lateral thinking.
claude-opus-4-6,baseline,off,,27,A,27A,1,It belongs to you but everyone else uses it. What is it?,"**Your name.**

It is something that is yours by identity, yet in practice, other people are the ones who use it to refer to you in conversation.",0,45,36,,1,inventive,1,The model correctly identifies 'your name' and explains the lateral thinking insight that others use it to address you.,1,0,inventive,1,"The model correctly identifies 'your name' as the answer, recognizing the wordplay that others use your name more than you do."
claude-opus-4-6,baseline,off,,27,B,27B,1,It belongs to you but no one else uses it. What is it?,"**Your name.**

It belongs to you — it *is* yours — yet the people who actually use it are everyone else, since you rarely say your own name in conversation.",0,46,40,,0,inventive,0,"The model answered 'your name,' which is the classic trick answer to Version A (others use it, not you), but Version B requires something only you use — the model's answer contradicts the riddle's premise.",0,,inventive,1,"The model answered 'your name,' which is the classic trick answer for Version A (others use it, not you), but Version B requires something only you use — the model's answer contradicts the riddle's premise."
claude-opus-4-6,baseline,off,,28,A,28A,1,"I have cities, but no houses; forests, but no trees; and water, but no fish. What am I?","**A map.**

A map displays cities, forests, and bodies of water as representations, but contains none of the actual physical elements—like houses, trees, or fish—that would exist in those real places.",0,56,47,,1,inventive,1,The model correctly identifies a map and explains the lateral thinking behind representations versus real physical elements.,1,0,inventive,1,The model correctly identifies a map and explains the lateral thinking behind the riddle—representations vs. real physical elements.
claude-opus-4-6,baseline,off,,28,B,28B,1,"I have cities, houses, forests, trees, water, and fish. What am I?","**A map.**

A map is the one thing that contains representations of cities, houses, forests, trees, water, and fish without actually being or containing the real things themselves.",0,50,40,,0,literal,1,"The model answered 'a map,' which does not match the canonical answer of Earth/can't be Catan.",0,,inventive,0,"The model answered 'a map,' which is the classic trick answer for Version A, but Version B requires a literal answer like Earth or a country."
claude-opus-4-6,baseline,off,,29,A,29A,1,"You're trapped in a room with three doors. The first leads to a room on fire, the second to an assassin waiting to kill you, and the third to a lion that hasn't eaten in three years. Which door is safest?","**The third door** – a lion that hasn't eaten in three years would be dead from starvation, making it completely harmless.",0,81,32,,1,inventive,1,The model correctly identifies door three and uses the lateral thinking insight that a lion starved for three years would be dead.,1,0,inventive,1,The model correctly identifies door three using the lateral thinking insight that a lion starved for three years would be dead.
claude-opus-4-6,baseline,off,,29,B,29B,1,"You're trapped in a room with three doors. The first leads to a room of nothing, the second to an assassin waiting to kill you, and the third to a lion that hasn't eaten in three days. Which door is safest?","**The third door (the lion) is the safest.**

A lion that hasn't eaten in three days would be dead, since no living lion can survive that long without food — actually, more precisely, the puzzle relies on the classic riddle logic that a lion that hasn't eaten in three days is dead from starvation, making it harmless.",0,81,77,,0,inventive,0,"The model applied the classic trick answer (lion hasn't eaten = dead) which is the Version A trick, but the canonical answer for Version B is Door 1 (room of nothing), making the response incorrect.",0,,inventive,0,"The model chose door three using the classic trick answer (dead lion), but in Version B the trick no longer applies and the correct literal answer is door one (room of nothing)."
claude-opus-4-6,baseline,off,,30,A,30A,1,There are six eggs in a basket. Six people each take one egg. How is it possible that one egg is still in the basket?,"**The last person took the basket with the egg still in it.**

One person took their egg without removing it from the basket, instead taking the entire basket containing the egg.",0,59,39,,1,inventive,1,The model correctly identifies the trick answer that the last person took the basket along with the egg inside it.,1,0,inventive,1,The model correctly identifies that the last person took the basket along with the egg inside it.
claude-opus-4-6,baseline,off,,30,B,30B,1,There are six eggs in a basket. Five people each take one egg. How is it possible that one egg is still in the basket?,"**The last person took the basket with the egg still in it.**

The fifth person simply picked up the entire basket containing the last egg, so they ""took one egg"" while the egg remained in the basket.",0,59,47,,0,inventive,0,The model uses a lateral thinking trick (taking the basket) rather than the straightforward answer that only five eggs were taken leaving one behind.,0,,inventive,0,The model uses a lateral thinking trick (taking the basket itself) rather than the straightforward literal answer that six eggs minus five taken leaves one remaining.
claude-opus-4-6,nudge,off,,1,A,1A,1,"A cowboy rode into town on Sunday, he stayed one night and rode out on Sunday. How is this possible?","The cowboy's horse is named **Sunday**.

He rode into town on his horse called Sunday, stayed one night, and rode out on the same horse—Sunday.",0,65,38,,1,inventive,1,"The model correctly identifies the trick answer that the horse's name is Sunday, which is the canonical answer.",1,0,inventive,1,The model correctly identifies the trick answer that the horse's name is Sunday.
claude-opus-4-6,nudge,off,,1,B,1B,1,"A cowboy rode into town on Sunday, he stayed one night and rode out on Monday. How is this possible?","The cowboy's horse is named **Monday** (and/or **Sunday**).

He rode into town on a horse called Sunday, stayed one night, and rode out on a horse called Monday—the key is that ""Sunday"" and ""Monday"" are the names of his horses, not days of the week.",0,65,69,,0,inventive,0,"The model used the horse-naming trick from Version A, but Version B's canonical answer is simply that Sunday + one night = Monday, making it straightforward and non-tricky.",0,,ambiguous,0,"The model gives multiple answers (both horse names Sunday and Monday), making it ambiguous rather than a single clear answer."
claude-opus-4-6,nudge,off,,2,A,2A,1,"You see a boat filled with people, yet there isn't a single person on board. How is that possible?","**All the people on board are married (i.e., not ""single"").**

The riddle plays on the double meaning of the word ""single""—it can mean ""one"" or ""unmarried,"" so there isn't a *single* (unmarried) person on the boat because everyone aboard is married.",0,64,70,,1,inventive,1,"The model correctly identifies the wordplay on 'single' meaning unmarried, matching the canonical answer.",1,0,inventive,1,"The model correctly identifies the wordplay on 'single' meaning unmarried, matching the canonical answer."
